label,content
T,"In surgical masks, the white filter side is supposed to be worn outside and the colored on the inside"
T,Photo of people lying on the ground is caused by coronavirus
T,"This is Leslie Chow, a doctor who died in China fighting coronavirus"
T,"QQ accidentally showed that the real death toll is 25,000 people"
T,"WHO confirmed 50 new cases in Guayaquil, in Ecuador"
T,Misinformation / Conspiracy The bottle of Dettol mentioned the coronavirus since October of 2019 and so the company knew that there was about to be an outbreak of the virus
T,"“The person in this Image came with the Chinese lady who was tested positive for coronavirus, fled away avoiding medical tests and is reportedly hidden in Delgoda (In Sri Lanka) area”"
T,Scientists claim Wuhan coronavirus is HIV-1 engineered “super weapon”
T,Picture of people lying on the street is being shared online with a caption that implies that the picture is related to the recent outbreak of coronavirus in China
T,Italy is the first European Union country that has been able to isolate the coronavirus
T,“When using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick.”
T,Clickbait / Coronavirus arrived in the Bosnia and Herzegovina
T,U.S. soldier stationed in Lithuania is the first confirmed case of coronavirus in the country
T,Consuming boiled ginger can cure novel coronavirus
T,"“How to prevent the coronavirus (…) Drink fennel tea twice a day. Fennel tea has the same component as Tamiflu medicine, used to treat H1N1”"
T,Garlic water prevents the novel coronavirus as proved by an old Chinese doctor
T,The Taiwanese flag is printed on masks to prevent Chinese from buying up
T,“Scientists found similar sequences in the coronavirus and in the HIV”
T,The Chinese foreign Ministry officially demanded an explanation from the United States due to the fact that containers with biohazard markings were found buried in the evacuated Consulate General in the city of Wuhan
T,Social media posts that implied arrested Harvard professor Charles Lieber had a connection to the new coronavirus
T,Image Show Dead People On The Streets Of China
T,Caption on YouTube: “doctor affected by the virus hospital wuhan china”
T,People’s Daily’s official twitter handle shared an old image as newly built hospital building in Wuhan
T,Says the coronavirus is “a MILITARY BIO-WEAPON Developed by China’s Army.”
T,Novel coronavirus is not a new virus
T,Corona Virus Can be Transmitted Through Free Fire Game and Xiaomi Mobile Phones
T,"There are 5 Corona Virus Suspect Patients in Indonesia, one of whom died"
T,A case was confirmed in Istanbul Medical School Hospital
T,Gates Foundation was the real agent behind the epidemic
T,Video shows a doctor falling down due to coronavirus disease
T,"Japan sent a medical team composed of 1,000 personnel to Wuhan, China, the epicenter the novel coronavirus (2019-nCoV) outbreak"
T,The coronavirus responsible of COVID-19 is a mix of SRAS and HIV
T,Penjab autorities advised not to eat goat meat for 60 days
T,Singapore closed a subway stattion after a case of COVID-19
T,Chinese spies stole the virus from a Canadian lab
T,This is a new hospital in Wuhan
T,Fennel tean can cure Cov
T,Corpses are strewn in China due to coronavirus
T,"The coronavirus is a “virus weapon”, as lethal as Ebola. Everyone who is infected dies"
T,"Market video where ‘the coronavirus began’, was not recorded in Wuhan but in Indonesia"
T,Coronavirus “arrived” to Cúcuta in Colombia
T,Facebook user alleged coronavirus is unknown and kills in seconds
T,Facebook page suggests a bowl of garlic cures “Wuhan’s” coronavirus
T,A dry throat make you more vulnerable to be infected by coronavirus
T,"Misinformation / Conspiracy The coronavirus 2019-nCoV was patented in the past and is human-made, a project in which the Bill and Melinda Gates foundation is involved"
T,The first building of the Huoshenshan hospital in Wuhan city was build in 5 days
T,Doctors reccomend vitamin C and fennel seed tea to help avoid the novel coronavirus
T,China builds a hospital in 48 hours for coronavius patients
T,"Video Of An Indonesian Traditional Market Trending Viral As Wuhan, China"
T,Coronavirus is enabled by 5G technology
T,"Scientists and experts answer questions and rumors about the coronavirus (bat soup, Wuhan P4 Laboratory, patented virus, people collapsing, etc)"
T,A huge container of soda drinks was infected wirh coronavirus
T,"The coronavirus was called a “plague” by the WHO, and that 2.9 million were infected while 950,680 people had died"
T,The Lysol and coronavirus conspiracy: “2019-nCoV is old and there is already a cure to it”
T,Over 1.500 people have died because of coronavirus
T,"Video shows a market in the Chinese city of Wuhan, where the deadly coronavirus strain emerged"
T,Canadian Department of Health issues emergency notification that asks people to drink warm water
T,China builds a hospital in 48 hours for coronavirus patients
T,Bill Gates funds institute hold patent and also predicted outbreak and 65 Million Deaths
T,No There is a link between the coronavirus 2019-nCoV and irregular migration
T,A team of medical trainees from JKUAT (a university in Kenya) have developed and tested a vaccine successfully
T,Says the coronavirus isn’t new because “Lysol has it listed as one of the viruses that it kills.”
T,"Pseudoscience, fake news, Coronavirus was created in the lab in order to destroy the Chinese economy. The vaccine is already available"
T,"Environmental Enzymes can prevent 2019-nCov. Use them to wash vegetables, rinse your mouth, wash nostril and your hands"
T,Dr. Kuo Yen-Jen suggested smearing sesame oil into the nostril. It can prevent flu and 2019-nCov
T,People who have ACE2 easily to be infected with 2019-nCov. Especially people who have hypertension
T,Corona Virus Has Been Discovered Since 2012 by Ali Mohamed Zaki
T,People lying on the streets claimed to be victims of the coronavirus in China
T,One case infects other 14
T,Somebody took patent on coronavirus and vaccine in 2004
T,The “proper” way of wearing a surgical mask is blue side out if you are sick and white side out if you do not want to be infected by the virus
T,Post On coronavirus Outbreak Attributed To Health Ministry Advisory
T,"Corpses are scattered across a street in Wuhan, China after being infected with the novel coronavirus"
T,False Authors of a tabletop exercise in Oct 2019 predicted that Wuhan coronavirus might kill 65 million people
T,The quarantine in Italy showed more clean waters in Venice with fishes and a dolphin
T,"Photo of several people lying on the ground in the middle of the street, allegedly in China"
T,"False Chinese pet owners are killing their cats and dogs by throwing them out of the window, in fear of their pets spreading the coronavirus. This comes after memos were issued by authorities for pet owners to get rid of their animals"
T,The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus
T,4600 Chinese people arrived to Hakata Port in Japan
T,“Tokyo Olympic Games 2020 will be canceled because of coronavirus.”
T,"In Japan, “It’s the Democratic party’s fault that health insurance system is abused by foreigners”"
T,What if it’s not a virus but 5G that is causing disease and deaths
T,Gates Foundation funded development of coronavirus
T,The Canadian Ministry of Health issued a press release which states that they are taking security measures to combat the coronavirus 2019-nCoV
T,"Manir Hossain, a 23-year-old man from India’s Tripura, had died in a hospital in Malaysia due to coronavirus"
T,Mélange Of Unrelated Videos From China Shared Misleadingly In Context To Recent Corona Virus Outbreak
T,Two ways of wearing a surgical mask: Colored side out if you are sick and white side out if you do not want to become sick
T,“Some Japanese people infected with the novel coronavirus were refused from a charter flight from Wuhan to Tokyo (on Jan.30) without any Japanese legal basis.”
T,Novel coronavirus is commuicated by package or imported goods shipping from China to Korea
T,"According to a certain document, there are infected cases in some areas of South Korea, but the Korean government is hiding the cases"
T,The Chinese government announced on official document “Garlic is a preventive food for Novel coronavirus.”
T,Romania developed a coronavirus vaccine able to cure white people only
